target_name,1,2
EMX1,12,2
FANCF,7,1
HEKgRNA1,10,0
HEKgRNA2,2,1
HEKgRNA3,5,0
HEKgRNA4,130,4
RNF2,1,0
VEGFA_site1,14,1
VEGFA_site2,128,4
VEGFA_site3,46,6
